::ffff:193.32.162.159 - - [30/Jan/2023:00:01:16 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:15 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 304 - "http://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:15 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 304 - "http://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:15 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 304 - "http://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:15 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 304 - "http://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:15 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:17 +0000] "GET /events HTTP/1.1" 200 5867 "http://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:17 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 304 - "http://www.wadokikai.org/events" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:17 +0000] "GET /css/wadokikai.css HTTP/1.1" 304 - "http://www.wadokikai.org/events" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:17 +0000] "GET /js/common.js HTTP/1.1" 304 - "http://www.wadokikai.org/events" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:23.121.154.217 - - [30/Jan/2023:04:44:21 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:95.214.235.205 - - [30/Jan/2023:04:46:51 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:95.214.235.205 - - [30/Jan/2023:04:46:54 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:205.210.31.14 - - [30/Jan/2023:04:54:06 +0000] "GET / HTTP/1.1" 200 57378 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:114.119.159.177 - - [30/Jan/2023:05:01:29 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
::ffff:77.88.5.3 - - [30/Jan/2023:05:04:21 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
::ffff:77.88.5.3 - - [30/Jan/2023:05:04:24 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (compatible; YandexFavicons/1.0; +http://yandex.com/bots)"
::ffff:103.192.80.238 - - [30/Jan/2023:05:07:52 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:103.192.80.238 - - [30/Jan/2023:05:07:53 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:103.192.80.238 - - [30/Jan/2023:05:07:53 +0000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 189 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
::ffff:136.49.58.152 - - [30/Jan/2023:05:15:48 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://www.wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
::ffff:101.32.209.199 - - [30/Jan/2023:05:16:46 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:162.214.71.92 - - [30/Jan/2023:05:21:33 +0000] "GET / HTTP/1.1" 200 57378 "-" "curl/7.29.0"
::ffff:64.62.197.138 - - [30/Jan/2023:05:34:29 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
::ffff:64.62.197.147 - - [30/Jan/2023:05:40:47 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 OPR/90.0.4480.84"
::ffff:64.62.197.143 - - [30/Jan/2023:05:43:13 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
::ffff:91.132.0.234 - - [30/Jan/2023:05:43:37 +0000] "POST /boaform/admin/formLogin HTTP/1.1" 404 163 "http://34.212.47.6:80/admin/login.asp" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0"
::ffff:64.62.197.141 - - [30/Jan/2023:05:44:30 +0000] "GET /api/v2/static/not.found HTTP/1.1" 404 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
::ffff:135.125.246.110 - - [30/Jan/2023:05:48:07 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.246.110 - - [30/Jan/2023:05:48:07 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:198.199.98.123 - - [30/Jan/2023:05:48:35 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:117.215.147.128 - - [30/Jan/2023:05:50:43 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:51:48 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:51:53 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:01 +0000] "GET / HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:01 +0000] "GET /css/wadokikai.css HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:01 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /js/common.js HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:02 +0000] "GET /images/favicon.ico HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:05 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:09 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:20 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:52:24 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:53:32 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:53:36 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:56:28 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:73.162.163.15 - - [30/Jan/2023:05:56:32 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; SM-G996U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:95.214.235.205 - - [30/Jan/2023:05:56:32 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:95.214.235.205 - - [30/Jan/2023:05:56:32 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:40.77.167.16 - - [30/Jan/2023:05:56:42 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:51.89.5.185 - - [30/Jan/2023:05:59:36 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:51.89.5.185 - - [30/Jan/2023:05:59:37 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:185.191.171.38 - - [30/Jan/2023:05:59:45 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:185.191.171.42 - - [30/Jan/2023:05:59:46 +0000] "GET /resources HTTP/1.1" 200 194907 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:107.170.233.18 - - [30/Jan/2023:06:08:43 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:54.36.148.191 - - [30/Jan/2023:06:12:41 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.4 - - [30/Jan/2023:06:12:43 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.7 - - [30/Jan/2023:06:12:44 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.9 - - [30/Jan/2023:06:12:45 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 200 42667 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.2 - - [30/Jan/2023:06:12:46 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.15 - - [30/Jan/2023:06:12:47 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.4 - - [30/Jan/2023:06:12:48 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 200 36421 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.4 - - [30/Jan/2023:06:12:48 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.7 - - [30/Jan/2023:06:12:49 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.20 - - [30/Jan/2023:06:12:50 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 200 37724 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.8 - - [30/Jan/2023:06:12:51 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 200 34167 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.19 - - [30/Jan/2023:06:12:51 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.2 - - [30/Jan/2023:06:12:52 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 200 37245 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.5 - - [30/Jan/2023:06:12:52 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.8 - - [30/Jan/2023:06:12:53 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.7 - - [30/Jan/2023:06:12:54 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:44.203.155.119 - - [30/Jan/2023:06:14:51 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 6.2;en-US) AppleWebKit/537.32.36 (KHTML, live Gecko) Chrome/59.0.3038.102 Safari/537.32"
::ffff:185.191.171.42 - - [30/Jan/2023:06:23:54 +0000] "GET /contact?s=1&ss=9 HTTP/1.1" 200 9997 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:207.46.13.104 - - [30/Jan/2023:07:04:52 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:66.249.64.74 - - [30/Jan/2023:07:16:08 +0000] "GET /contact2.html HTTP/1.1" 404 152 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:95.214.235.205 - - [30/Jan/2023:07:22:10 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:95.214.235.205 - - [30/Jan/2023:07:22:10 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:167.248.133.45 - - [30/Jan/2023:07:24:02 +0000] "GET / HTTP/1.1" 200 57378 "-" "-"
::ffff:167.248.133.45 - - [30/Jan/2023:07:24:02 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.45 - - [30/Jan/2023:07:24:02 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.248.133.45 - - [30/Jan/2023:07:24:03 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.45 - - [30/Jan/2023:07:24:03 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:185.224.128.219 - - [30/Jan/2023:07:31:08 +0000] "GET /_asterisk/ HTTP/1.1" 404 149 "-" "python-requests/2.22.0"
::ffff:185.191.171.17 - - [30/Jan/2023:07:41:50 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:185.191.171.40 - - [30/Jan/2023:07:41:51 +0000] "GET /joinemail HTTP/1.1" 200 8629 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:162.142.125.10 - - [30/Jan/2023:07:49:33 +0000] "GET / HTTP/1.1" 200 57378 "-" "-"
::ffff:162.142.125.10 - - [30/Jan/2023:07:49:34 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.10 - - [30/Jan/2023:07:49:34 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:162.142.125.10 - - [30/Jan/2023:07:49:34 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.10 - - [30/Jan/2023:07:49:34 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:135.125.244.48 - - [30/Jan/2023:08:07:20 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.244.48 - - [30/Jan/2023:08:07:20 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:38.242.128.76 - - [30/Jan/2023:08:14:48 +0000] "GET / HTTP/1.1" 200 57378 "-" "Go-http-client/1.1"
::ffff:38.242.128.76 - - [30/Jan/2023:08:14:48 +0000] "GET /v2/ HTTP/1.1" 404 142 "-" "Go-http-client/1.1"
::ffff:38.242.128.76 - - [30/Jan/2023:08:14:48 +0000] "GET /metrics HTTP/1.1" 404 146 "-" "Go-http-client/1.1"
::ffff:66.249.64.74 - - [30/Jan/2023:08:16:08 +0000] "GET /events HTTP/1.1" 200 5867 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.5414.101 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:198.235.24.10 - - [30/Jan/2023:08:16:34 +0000] "GET / HTTP/1.1" 200 57378 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
